CUSTID,GENDER,DOB,EDATE,AGE,AGEGRP1,AGEGRP2,TV_REG,NGROUP,NEIGHBORHOOD,LCDATE,ORGANICS,BILL,REGION,CLASS,ORGYN,AFFL,LTIME
0018276601,F,21/04/47,23/02/98,50,40-60,50-60,London,B,09,21/10/97,0,6000,South East,Gold,0,7,1
0018277365,F,16/01/44,23/02/98,54,40-60,50-60,East,B,12,05/10/89,0,17042.92,Midlands,Gold,0,6,9
0018284930,U,14/08/68,23/02/98,29,20-40,20-30,London,B,10,17/10/97,0,1000,South East,Silver,0,8,1
0018286097,,27/03/37,23/02/98,60,60-80,60-70,,C,23,17/03/97,0,6000,,Gold,0,3,1
0018291619,F,14/08/42,23/02/98,55,40-60,50-60,N Scot,E,43,14/03/94,0,0.01,Scottish,Tin,0,9,4
0018293913,F,02/12/32,23/02/98,65,60-80,60-70,Wales & West,C,23,15/01/91,0,12000,Midlands,Gold,0,10,8
0018294847,M,15/12/23,23/02/98,74,60-80,70-80,London,A,04,18/04/97,0,6000,South East,Gold,0,4,1
0018295266,F,30/11/42,23/02/98,,,,,C,18,01/05/90,0,0.01,,Tin,0,8,8
0018298877,F,08/07/47,23/02/98,,,,London,C,26,01/11/90,0,0.01,South East,Tin,0,10,8
0018299903,M,05/10/51,23/02/98,46,40-60,40-50,Midlands,D,28,10/10/94,0,50,Midlands,Silver,0,1,4
0018301142,M,12/02/58,23/02/98,40,40-60,40-50,Midlands,C,24,20/01/94,0,0.01,Midlands,Tin,0,6,5
0018302211,F,09/09/55,23/02/98,42,40-60,40-50,London,A,03,19/07/90,1,0.01,South East,Tin,1,9,8
0018303935,M,09/09/22,23/02/98,75,60-80,70-80,,F,51,17/02/94,0,1000,,Silver,0,5,5
0018304842,F,21/10/18,23/02/98,79,60-80,70-80,,E,38,05/03/97,0,3000,,Silver,0,8,1
0018305547,F,26/12/66,23/02/98,31,20-40,30-40,S West,F,52,,0,0.01,South West,Tin,0,16,
0018305776,M,30/08/20,23/02/98,77,60-80,70-80,Midlands,B,08,18/05/94,1,2400,Midlands,Silver,1,8,4
0018306810,M,31/07/56,23/02/98,41,40-60,40-50,N West,A,02,22/01/96,0,6000,North,Gold,0,3,3
0018311156,F,20/04/48,23/02/98,49,40-60,40-50,Wales & West,C,19,01/04/91,0,12000.01,Midlands,Gold,0,10,7
0018314139,F,15/10/32,23/02/98,65,60-80,60-70,Midlands,D,35,19/02/93,0,13240,Midlands,Gold,0,10,6
0018323987,,31/10/37,23/02/98,60,60-80,60-70,London,D,31,27/08/96,0,6000,South East,Gold,0,5,2
0018324959,U,22/02/43,23/02/98,55,40-60,50-60,Yorkshire,F,53,17/08/93,0,1000,North,Silver,0,5,5
0018330142,F,30/03/72,23/02/98,25,20-40,20-30,Yorkshire,F,50,10/02/93,1,2000,North,Silver,1,,6
0018335667,F,04/09/45,23/02/98,52,40-60,50-60,Midlands,B,14,19/09/93,2,0.01,Midlands,Tin,1,20,5
0018336582,M,08/10/28,23/02/98,69,60-80,60-70,N Scot,F,52,06/03/74,0,2500,Scottish,Silver,0,7,24
0018336663,F,03/07/42,23/02/98,55,40-60,50-60,N West,B,05,24/04/97,0,10000,North,Gold,0,6,1
0018338046,M,26/04/64,23/02/98,33,20-40,30-40,London,D,28,01/03/90,0,0.01,South East,Tin,0,12,8
0018338410,M,16/12/28,23/02/98,69,60-80,60-70,Midlands,C,23,07/07/87,0,22167,Midlands,Platinum,0,11,11
0018338976,U,02/07/31,23/02/98,66,60-80,60-70,S & S East,C,23,28/05/97,0,6000,South East,Gold,0,9,1
0018340474,F,21/08/48,23/02/98,49,40-60,40-50,Yorkshire,D,32,15/11/94,2,6000,North,Gold,1,13,4
0018341586,,20/01/20,23/02/98,78,60-80,70-80,N East,C,18,29/03/96,0,12000,North,Gold,0,3,2
0018341918,F,30/01/29,23/02/98,69,60-80,60-70,Midlands,E,37,11/02/94,0,2000,Midlands,Silver,0,11,5
0018342388,F,24/02/58,23/02/98,,,,London,C,21,27/08/93,0,5000,South East,Silver,0,11,5
0018343678,U,29/03/62,23/02/98,35,20-40,30-40,N West,D,32,12/05/94,0,0.01,North,Tin,0,9,4
0018346537,F,11/04/29,23/02/98,68,60-80,60-70,London,D,29,01/11/91,1,0.01,South East,Tin,1,8,7
0018346995,F,10/06/42,23/02/98,55,40-60,50-60,N Scot,E,38,31/01/94,0,6000,Scottish,Gold,0,7,5
0018348688,F,28/09/50,23/02/98,47,40-60,40-50,Yorkshire,F,52,24/03/92,0,4000,North,Silver,0,7,6
0018348858,M,15/09/65,23/02/98,32,20-40,30-40,Midlands,F,54,09/09/95,0,3000,Midlands,Silver,0,4,3
0018353932,U,29/03/51,23/02/98,46,40-60,40-50,East,C,23,01/04/90,0,1000.01,Midlands,Silver,0,6,8
0018354505,F,25/10/62,23/02/98,35,20-40,30-40,Yorkshire,C,22,18/09/93,1,0.01,North,Tin,1,8,5
0018354769,F,07/12/49,23/02/98,48,40-60,40-50,Midlands,D,32,01/01/90,0,0.01,Midlands,Tin,0,14,9
0018357776,F,16/09/27,23/02/98,70,60-80,70-80,Midlands,F,53,15/05/96,0,12000,Midlands,Gold,0,3,2
0018359736,F,12/06/31,23/02/98,66,60-80,60-70,East,E,41,20/01/93,0,4000,Midlands,Silver,0,5,6
0018361951,M,06/04/42,23/02/98,55,40-60,50-60,Yorkshire,F,52,15/09/75,0,7800,North,Gold,0,12,23
0018362656,M,12/05/31,23/02/98,66,60-80,60-70,Wales & West,E,45,29/03/97,0,3000,Midlands,Silver,0,6,1
0018364101,M,06/09/54,23/02/98,43,40-60,40-50,S & S East,E,37,01/01/90,0,0.01,South East,Tin,0,6,9
0018364144,F,05/08/66,23/02/98,31,20-40,30-40,London,A,04,07/03/94,1,0.01,South East,Tin,1,16,4
0018367712,F,22/12/27,23/02/98,70,60-80,70-80,S & S East,B,06,03/03/93,0,1000,South East,Silver,0,11,5
0018369928,F,15/05/32,23/02/98,65,60-80,60-70,C Scotland,B,08,22/09/97,0,6000,Scottish,Gold,0,13,1
0018371663,M,14/06/56,23/02/98,41,40-60,40-50,London,D,32,11/10/95,0,0.01,South East,Tin,0,3,3
0018380921,M,27/01/58,23/02/98,40,40-60,40-50,London,D,27,12/07/90,0,1200,South East,Silver,0,11,8
0018383963,F,08/07/49,23/02/98,48,40-60,40-50,Midlands,F,53,03/09/93,1,1000,Midlands,Silver,1,11,5
0018387373,F,19/12/57,23/02/98,40,40-60,40-50,Yorkshire,E,44,14/07/97,0,2000,North,Silver,0,7,1
0018387667,,29/07/41,23/02/98,56,40-60,50-60,N West,D,32,10/01/91,0,2200,North,Silver,0,11,8
0018388329,F,23/04/32,23/02/98,65,60-80,60-70,,C,17,04/03/97,1,5000,,Silver,1,3,1
0018388744,F,05/02/37,23/02/98,61,60-80,60-70,,C,25,10/01/91,0,10500,,Gold,0,9,8
0018394922,U,13/01/31,23/02/98,67,60-80,60-70,Midlands,C,24,24/11/93,0,11000,Midlands,Gold,0,11,5
0018395805,F,27/05/40,23/02/98,57,40-60,50-60,Yorkshire,B,05,14/02/94,0,10000,North,Gold,0,9,5
0018401880,F,03/05/59,23/02/98,,,,London,E,44,30/12/93,1,0.01,South East,Tin,1,9,5
0018404073,,31/01/40,23/02/98,58,40-60,50-60,London,E,38,12/02/94,0,3000,South East,Silver,0,7,5
0018404677,M,11/09/50,23/02/98,47,40-60,40-50,N West,A,01,28/05/92,0,6053.35,North,Gold,0,5,6
0018405835,F,24/11/42,23/02/98,55,40-60,50-60,S & S East,A,04,28/01/91,0,12088.81,South East,Gold,0,4,8
0018407323,M,01/06/41,23/02/98,56,40-60,50-60,S & S East,E,44,25/01/91,0,3000,South East,Silver,0,11,8
0018407943,F,21/04/39,23/02/98,58,40-60,50-60,S & S East,B,08,01/07/90,0,0.01,South East,Tin,0,7,8
0018412181,M,14/01/21,23/02/98,77,60-80,70-80,London,A,02,04/11/93,1,16000,South East,Gold,1,14,5
0018413722,M,16/06/30,23/02/98,67,60-80,60-70,C Scotland,B,10,29/04/93,1,6000,Scottish,Gold,1,,5
0018415806,M,03/04/21,23/02/98,76,60-80,70-80,Wales & West,E,42,15/08/86,0,10909.25,Midlands,Gold,0,8,12
0018419011,U,11/11/26,23/02/98,71,60-80,70-80,Wales & West,F,46,07/04/94,0,1000,Midlands,Silver,0,11,4
0018424767,M,23/12/48,23/02/98,49,40-60,40-50,Midlands,B,12,14/10/95,0,20278.84,Midlands,Platinum,0,14,3
0018425690,F,16/06/32,23/02/98,65,60-80,60-70,S & S East,B,05,02/04/91,0,12026.68,South East,Gold,0,9,7
0018425895,M,18/06/61,23/02/98,36,20-40,30-40,N West,C,24,24/05/91,1,5,North,Silver,1,6,7
0018426808,F,22/02/58,23/02/98,40,40-60,40-50,N West,D,28,18/02/94,0,1000,North,Silver,0,6,5
0018429343,F,16/06/26,23/02/98,71,60-80,70-80,Midlands,F,52,20/02/90,0,500,Midlands,Silver,0,6,9
0018430937,F,22/03/40,23/02/98,57,40-60,50-60,Ulster,,,13/01/94,0,0.01,Midlands,Tin,0,5,5
0018432344,M,01/09/30,23/02/98,67,60-80,60-70,S & S East,F,51,01/02/90,0,0.01,South East,Tin,0,11,9
0018433103,F,09/10/36,23/02/98,61,60-80,60-70,Midlands,B,08,13/11/97,1,1500,Midlands,Silver,1,9,1
0018436684,M,15/07/59,23/02/98,38,20-40,30-40,N East,F,50,25/02/94,0,420,North,Silver,0,5,4
0018439071,F,02/05/21,23/02/98,76,60-80,70-80,Wales & West,C,24,30/08/78,0,2800,Midlands,Silver,0,8,20
0018439845,F,20/04/26,23/02/98,71,60-80,70-80,S & S East,F,46,02/08/95,1,20314.87,South East,Platinum,1,13,3
0018445071,M,27/02/50,23/02/98,48,40-60,40-50,S & S East,D,31,24/05/96,0,6000,South East,Gold,0,10,2
0018445918,M,19/01/25,23/02/98,73,60-80,70-80,S & S East,E,41,15/12/93,1,3000,South East,Silver,1,8,5
0018446272,F,20/04/54,23/02/98,43,40-60,40-50,N West,C,17,15/07/88,0,3770,North,Silver,0,8,10
0018447090,U,05/08/46,23/02/98,51,40-60,50-60,London,B,12,31/01/92,0,12106.7,South East,Gold,0,5,7
0018447198,F,22/06/38,23/02/98,,,,N West,C,25,15/08/94,0,0.01,North,Tin,0,8,4
0018447899,F,06/11/62,23/02/98,,,,East,E,37,20/09/88,0,0.01,Midlands,Tin,0,6,10
0018449166,F,16/05/63,23/02/98,34,20-40,30-40,London,C,21,05/05/93,1,420,South East,Silver,1,7,5
0018449417,F,14/11/29,23/02/98,,,,N West,F,51,31/08/92,1,1000,North,Silver,1,9,6
0018450768,,02/10/44,23/02/98,53,40-60,50-60,Yorkshire,E,38,30/11/95,0,4200,North,Silver,0,7,3
0018452833,M,02/09/54,23/02/98,43,40-60,40-50,London,D,32,06/10/87,1,6500,South East,Gold,1,8,11
0018454313,F,20/10/44,23/02/98,53,40-60,50-60,S & S East,B,12,11/07/97,0,100,South East,Silver,0,5,1
0018456278,F,12/03/34,23/02/98,63,60-80,60-70,Wales & West,F,49,17/05/96,1,6000,Midlands,Gold,1,11,2
0018458106,,10/01/59,23/02/98,39,20-40,30-40,London,E,41,01/02/90,0,19020,South East,Gold,0,11,9
0018459072,F,15/11/35,23/02/98,62,60-80,60-70,Wales & West,C,19,02/10/89,1,4884.25,Midlands,Silver,1,10,9
0018460542,U,08/05/45,23/02/98,52,40-60,50-60,London,B,12,02/06/92,0,24606.7,South East,Platinum,0,7,6
0018462537,,25/03/57,23/02/98,40,40-60,40-50,London,B,14,29/01/91,0,7800,South East,Gold,0,4,8
0018468888,F,15/07/25,23/02/98,72,60-80,70-80,London,A,04,31/10/86,0,36295.29,South East,Platinum,0,10,12
0018470254,U,27/05/48,23/02/98,49,40-60,40-50,Border,F,52,07/02/94,0,0.01,Scottish,Tin,0,14,5
0018471811,M,24/07/47,23/02/98,50,40-60,50-60,Wales & West,B,11,01/10/91,0,0.01,Midlands,Tin,0,11,7
0018474608,U,29/02/52,23/02/98,46,40-60,40-50,London,B,10,10/01/91,0,1500,South East,Silver,0,3,8
0018478867,U,16/01/51,23/02/98,47,40-60,40-50,Yorkshire,F,53,01/04/96,0,6000,North,Gold,0,11,2
0018479359,F,27/05/32,23/02/98,65,60-80,60-70,Yorkshire,C,23,26/04/82,0,3000,North,Silver,0,14,16
0018480306,F,16/04/54,23/02/98,43,40-60,40-50,Wales & West,B,06,21/01/88,1,1000,Midlands,Silver,1,6,11
0018482120,F,08/02/61,23/02/98,37,20-40,30-40,London,C,20,05/04/93,1,420,South East,Silver,1,7,5
0018482481,F,03/06/54,23/02/98,43,40-60,40-50,London,C,21,19/10/87,1,3000,South East,Silver,1,16,11
0018489664,U,28/08/44,23/02/98,53,40-60,50-60,Wales & West,,,01/06/90,1,0.01,Midlands,Tin,1,8,8
0018491588,F,21/06/58,23/02/98,39,20-40,30-40,London,C,26,30/03/89,1,50,South East,Silver,1,12,9
0018494250,F,15/12/66,23/02/98,31,20-40,30-40,Midlands,F,48,17/07/97,0,1000,Midlands,Silver,0,9,1
0018496946,U,05/12/38,23/02/98,59,40-60,50-60,N East,D,27,20/11/95,0,20634.99,North,Platinum,0,9,3
0018497225,U,12/10/49,23/02/98,48,40-60,40-50,London,B,07,22/10/97,2,100000,South East,Platinum,1,14,1
0018501842,M,27/03/48,23/02/98,49,40-60,40-50,London,A,01,14/10/94,1,0.01,South East,Tin,1,10,4
0018502717,M,22/08/24,23/02/98,73,60-80,70-80,East,D,35,30/06/80,0,3000,Midlands,Silver,0,4,18
0018503217,M,02/10/59,23/02/98,38,20-40,30-40,N West,F,50,21/01/94,0,0.01,North,Tin,0,8,5
0018503624,M,15/12/37,23/02/98,,,,C Scotland,D,27,07/05/94,1,600,Scottish,Silver,1,15,4
0018504426,F,10/05/55,23/02/98,42,40-60,40-50,London,F,53,01/09/91,1,40.01,South East,Silver,1,10,7
0018507565,F,23/01/36,23/02/98,62,60-80,60-70,Yorkshire,D,32,15/09/81,0,6000,North,Gold,0,6,17
0018508588,M,03/12/40,23/02/98,57,40-60,50-60,Ulster,,,27/01/93,0,6000,Midlands,Gold,0,9,6
0018510450,M,09/12/46,23/02/98,51,40-60,50-60,N West,F,52,03/12/93,0,9000,North,Gold,0,4,5
0018510809,F,18/12/38,23/02/98,59,40-60,50-60,Yorkshire,F,51,16/02/94,0,600,North,Silver,0,4,5
0018510930,M,23/10/31,23/02/98,66,60-80,60-70,N West,C,23,18/07/88,0,0.01,North,Tin,0,3,10
0018516963,M,03/06/18,23/02/98,79,60-80,70-80,Wales & West,A,02,30/11/66,0,1000,Midlands,Silver,0,7,32
0018517773,,17/10/23,23/02/98,74,60-80,70-80,S & S East,E,37,14/12/93,0,0.01,South East,Tin,0,6,5
0018518354,F,19/10/52,23/02/98,45,40-60,40-50,Midlands,D,34,17/02/94,0,0.01,Midlands,Tin,0,7,5
0018518885,F,02/03/45,23/02/98,53,40-60,50-60,S & S East,E,38,20/07/94,0,2200,South East,Silver,0,12,4
0018519547,M,03/05/69,23/02/98,28,20-40,20-30,Midlands,F,53,,1,6000,Midlands,Gold,1,9,
0018521738,F,19/05/64,23/02/98,33,20-40,30-40,Wales & West,C,20,20/10/94,0,0.01,Midlands,Tin,0,8,4
0018521851,F,18/06/39,23/02/98,58,40-60,50-60,Wales & West,F,52,01/07/90,2,0.01,Midlands,Tin,1,15,8
0018522475,F,04/04/43,23/02/98,54,40-60,50-60,East,C,18,17/05/90,1,0.01,Midlands,Tin,1,11,8
0018523544,U,18/01/47,23/02/98,51,40-60,50-60,N Scot,A,03,05/08/88,0,50,Scottish,Silver,0,6,10
0018525113,F,23/08/45,23/02/98,52,40-60,50-60,Wales & West,C,24,30/01/91,0,10600,Midlands,Gold,0,9,8
0018525482,F,08/10/69,23/02/98,28,20-40,20-30,S & S East,D,28,12/10/90,3,250,South East,Silver,1,,8
0018526837,M,12/04/35,23/02/98,62,60-80,60-70,London,B,14,20/01/92,0,6453.35,South East,Gold,0,7,7
0018528015,M,14/10/49,23/02/98,48,40-60,40-50,S & S East,A,02,16/02/94,0,0.01,South East,Tin,0,9,5
0018528074,,08/06/45,23/02/98,52,40-60,50-60,C Scotland,B,10,22/03/96,0,18000,Scottish,Gold,0,10,2
0018531369,F,16/05/42,23/02/98,55,40-60,50-60,London,C,25,04/01/91,1,3000,South East,Silver,1,6,8
0018532667,F,10/05/55,23/02/98,42,40-60,40-50,Wales & West,E,41,01/07/92,0,0.01,Midlands,Tin,0,7,6
0018535461,F,19/09/38,23/02/98,59,40-60,50-60,East,E,38,14/02/94,1,0.01,Midlands,Tin,1,4,5
0018536646,F,22/09/32,23/02/98,65,60-80,60-70,S & S East,U,55,02/04/96,0,6000,South East,Gold,0,14,2
0018536824,F,05/02/22,23/02/98,76,60-80,70-80,S West,B,06,01/10/91,0,12000.01,South West,Gold,0,8,7
0018537510,F,06/08/26,23/02/98,71,60-80,70-80,Border,D,35,08/03/88,0,500,Scottish,Silver,0,12,10
0018540155,,03/01/50,23/02/98,48,40-60,40-50,Midlands,D,27,24/06/94,0,0.02,Midlands,Silver,0,11,4
0018545467,F,02/10/28,23/02/98,,,,S & S East,F,49,17/10/74,0,20000,South East,Gold,0,7,24
0018545688,F,03/11/23,23/02/98,74,60-80,70-80,S West,C,22,16/11/95,0,20765.47,South West,Platinum,0,9,3
0018546757,F,06/11/39,23/02/98,58,40-60,50-60,Yorkshire,F,47,06/04/93,0,1000,North,Silver,0,14,5
0018547273,F,25/03/46,23/02/98,51,40-60,50-60,N East,D,35,13/10/87,0,0.02,North,Silver,0,10,11
0018549365,M,22/10/24,23/02/98,73,60-80,70-80,S & S East,C,16,01/11/86,0,1200,South East,Silver,0,5,12
0018549543,,25/08/35,23/02/98,62,60-80,60-70,S & S East,B,14,10/05/94,0,75.01,South East,Silver,0,8,4
0018550312,F,11/02/36,23/02/98,62,60-80,60-70,S West,B,11,20/05/93,1,12000,South West,Gold,1,14,5
0018551068,,21/11/26,23/02/98,71,60-80,70-80,London,D,35,25/01/66,0,3000.01,South East,Silver,0,6,33
0018551831,F,25/04/63,23/02/98,34,20-40,30-40,S West,,,09/12/93,1,0.01,South West,Tin,1,9,5
0018552625,,02/03/51,23/02/98,47,40-60,40-50,London,D,34,11/03/88,0,50,South East,Silver,0,12,10
0018553788,F,17/05/59,23/02/98,38,20-40,30-40,London,F,52,18/09/93,0,0.01,South East,Tin,0,6,5
0018554245,F,29/11/20,23/02/98,77,60-80,70-80,S West,F,46,18/09/93,0,0.01,South West,Tin,0,13,5
0018554342,M,24/01/46,23/02/98,52,40-60,50-60,London,B,07,04/11/97,0,5000,South East,Silver,0,8,1
0018554806,F,16/02/32,23/02/98,66,60-80,60-70,S & S East,B,08,07/03/94,0,6000,South East,Gold,0,7,4
0018554857,F,22/06/62,23/02/98,35,20-40,30-40,Wales & West,D,35,04/11/93,0,0.01,Midlands,Tin,0,5,5
0018556582,F,01/12/62,23/02/98,35,20-40,30-40,N Scot,F,50,01/02/89,3,7000,Scottish,Gold,1,18,10
0018559883,M,24/06/63,23/02/98,34,20-40,30-40,London,F,52,19/04/91,0,420,South East,Silver,0,7,7
0018560555,F,19/06/62,23/02/98,35,20-40,30-40,N West,D,35,14/09/93,1,0.01,North,Tin,1,10,5
0018560911,F,17/09/37,23/02/98,60,60-80,60-70,S & S East,B,06,01/06/90,0,0.02,South East,Silver,0,,8
0018561233,F,20/11/42,23/02/98,55,40-60,50-60,S & S East,A,04,23/11/94,0,6000,South East,Gold,0,8,4
0018563309,M,07/08/61,23/02/98,,,,N East,D,27,01/06/90,0,0.01,North,Tin,0,12,8
0018563848,F,27/12/53,23/02/98,44,40-60,40-50,N West,F,51,14/01/91,0,3000,North,Silver,0,9,8
0018567045,F,10/07/63,23/02/98,34,20-40,30-40,East,E,38,14/01/91,2,12000,Midlands,Gold,1,18,8
0018567355,U,11/01/31,23/02/98,67,60-80,60-70,Yorkshire,F,52,28/10/97,0,1000,North,Silver,0,5,1
0018568181,F,20/06/31,23/02/98,66,60-80,60-70,London,E,38,17/11/94,0,27000,South East,Platinum,0,4,4
0018569234,U,02/09/44,23/02/98,53,40-60,50-60,London,F,51,20/12/93,0,0.01,South East,Tin,0,9,5
0018569447,M,02/08/46,23/02/98,51,40-60,50-60,S & S East,F,52,01/12/89,0,50,South East,Silver,0,4,9
0018569544,F,13/03/25,23/02/98,73,60-80,70-80,Wales & West,F,49,19/02/94,0,480,Midlands,Silver,0,6,5
0018569714,F,08/03/48,23/02/98,49,40-60,40-50,Wales & West,C,19,09/01/87,2,6000,Midlands,Gold,1,12,12
0018570291,F,28/01/38,23/02/98,,,,London,D,27,16/02/93,0,19000,South East,Gold,0,9,6
0018570372,M,16/06/38,23/02/98,59,40-60,50-60,East,D,27,08/12/95,0,5000,Midlands,Silver,0,,3
0018571948,F,15/01/54,23/02/98,44,40-60,40-50,Yorkshire,D,35,20/01/94,0,0.01,North,Tin,0,6,5
0018572065,F,05/04/44,23/02/98,53,40-60,50-60,London,F,47,01/02/90,0,1360,South East,Silver,0,10,9
0018572227,M,19/11/51,23/02/98,46,40-60,40-50,Midlands,B,08,05/02/94,0,0.01,Midlands,Tin,0,10,5
0018572871,F,02/04/22,23/02/98,75,60-80,70-80,Midlands,B,09,01/01/00,0,1020,Midlands,Silver,0,7,0
0018573738,F,14/08/31,23/02/98,,,,S & S East,A,04,15/09/75,0,3000,South East,Silver,0,6,23
0018574211,M,19/04/44,23/02/98,53,40-60,50-60,S & S East,C,22,09/11/92,0,6000,South East,Gold,0,4,6
0018574297,M,27/05/27,23/02/98,70,60-80,70-80,S & S East,B,15,25/02/94,0,0.01,South East,Tin,0,9,4
0018575285,F,03/01/35,23/02/98,63,60-80,60-70,Midlands,F,53,17/11/94,0,5000,Midlands,Silver,0,6,4
0018576729,F,02/10/60,23/02/98,37,20-40,30-40,East,F,52,01/09/87,3,300,Midlands,Silver,1,15,11
0018576826,F,21/12/70,23/02/98,27,20-40,20-30,London,F,48,23/02/94,1,420.01,South East,Silver,1,3,5
0018577571,M,19/04/37,23/02/98,60,60-80,60-70,Wales & West,F,52,28/09/87,0,12000,Midlands,Gold,0,9,11
0018579620,F,08/04/64,23/02/98,33,20-40,30-40,Wales & West,C,19,28/07/94,1,4500,Midlands,Silver,1,12,4
0018580114,,28/01/24,23/02/98,74,60-80,70-80,S West,B,11,01/04/90,0,0.01,South West,Tin,0,10,8
0018581420,F,10/11/57,23/02/98,40,40-60,40-50,N West,C,16,04/07/90,0,1200,North,Silver,0,15,8
0018581501,M,28/12/30,23/02/98,67,60-80,60-70,Midlands,F,50,17/02/92,1,2000,Midlands,Silver,1,8,7
0018584179,M,14/04/54,23/02/98,43,40-60,40-50,London,D,27,01/07/91,0,0.01,South East,Tin,0,14,7
0018584330,F,18/10/68,23/02/98,29,20-40,20-30,Yorkshire,F,52,21/11/95,1,840,North,Silver,1,9,3
0018584357,M,09/10/53,23/02/98,44,40-60,40-50,Midlands,D,33,31/08/93,0,3020,Midlands,Silver,0,7,5
0018585094,F,08/03/69,23/02/98,,,,S & S East,C,19,28/09/93,1,0.01,South East,Tin,1,10,5
0018585337,,10/01/52,23/02/98,46,40-60,40-50,East,D,34,19/11/93,0,0.01,Midlands,Tin,0,5,5
0018586996,F,02/06/46,23/02/98,,,,Midlands,F,51,28/05/96,0,10000,Midlands,Gold,0,9,2
0018587615,F,20/10/19,23/02/98,78,60-80,70-80,Yorkshire,C,18,30/01/67,0,30026.67,North,Platinum,0,12,32
0018588190,F,21/08/40,23/02/98,57,40-60,50-60,London,D,27,01/02/90,0,0.01,South East,Tin,0,8,9
0018588468,,17/07/43,23/02/98,54,40-60,50-60,London,D,35,30/09/93,0,0.01,South East,Tin,0,9,5
0018588786,,11/01/45,23/02/98,53,40-60,50-60,Midlands,B,12,14/11/90,0,15,Midlands,Silver,0,11,8
0018589758,M,27/04/39,23/02/98,,,,East,D,30,21/03/96,0,6000,Midlands,Gold,0,6,2
0018590314,F,07/01/44,23/02/98,54,40-60,50-60,S & S East,B,05,27/03/96,2,6400,South East,Gold,1,10,2
0018590926,M,15/06/22,23/02/98,75,60-80,70-80,S West,B,08,23/04/97,0,6000,South West,Gold,0,10,1
0018591329,M,13/05/50,23/02/98,47,40-60,40-50,Midlands,F,53,01/04/91,0,0.01,Midlands,Tin,0,10,7
0018592279,,16/07/39,23/02/98,58,40-60,50-60,London,B,10,,0,6000,South East,Gold,0,11,
0018592732,F,16/12/33,23/02/98,64,60-80,60-70,London,A,03,09/11/93,0,0.01,South East,Tin,0,6,5
0018593348,M,01/04/66,23/02/98,31,20-40,30-40,N Scot,C,22,01/02/94,0,0.01,Scottish,Tin,0,13,5
0018593704,F,28/06/37,23/02/98,60,60-80,60-70,London,B,14,04/08/97,0,4000,South East,Silver,0,9,1
0018595111,M,24/03/33,23/02/98,64,60-80,60-70,N West,C,24,29/08/96,0,6000,North,Gold,0,10,2
0018595219,F,15/02/62,23/02/98,36,20-40,30-40,London,C,21,17/08/95,1,2500,South East,Silver,1,9,3
0018596894,F,23/06/27,23/02/98,70,60-80,70-80,Midlands,D,32,04/04/96,1,1000,Midlands,Silver,1,11,2
0018596975,F,02/05/35,23/02/98,62,60-80,60-70,S & S East,A,02,02/01/87,0,2705.74,South East,Silver,0,15,12
0018603297,F,04/10/45,23/02/98,52,40-60,50-60,C Scotland,A,01,03/04/92,0,6053.35,Scottish,Gold,0,8,6
0018603378,U,14/03/62,23/02/98,,,,London,F,48,01/01/92,0,0.01,South East,Tin,0,5,7
0018603424,M,10/06/36,23/02/98,,,,London,B,13,30/11/93,0,21000,South East,Platinum,0,5,5
0018603572,F,14/12/32,23/02/98,65,60-80,60-70,N West,E,37,27/03/96,0,6000,North,Gold,0,7,2
0018604544,F,19/12/55,23/02/98,42,40-60,40-50,East,D,34,01/10/89,0,100,Midlands,Silver,0,12,9
0018605206,F,20/03/34,23/02/98,63,60-80,60-70,Wales & West,D,29,10/03/80,1,1230.33,Midlands,Silver,1,11,18
0018605575,M,07/10/50,23/02/98,47,40-60,40-50,London,B,08,03/10/93,1,0.01,South East,Tin,1,8,5
0018606539,M,19/07/49,23/02/98,48,40-60,40-50,London,B,12,03/04/96,0,3000,South East,Silver,0,16,2
0018606652,U,16/11/35,23/02/98,62,60-80,60-70,London,E,37,15/01/91,0,3000,South East,Silver,0,7,8
0018606741,M,02/02/33,23/02/98,,,,Midlands,D,35,01/04/90,0,0.01,Midlands,Tin,0,8,8
0018607608,U,17/06/42,23/02/98,55,40-60,50-60,London,A,01,13/11/90,0,4750,South East,Silver,0,10,8
0018608248,F,11/06/29,23/02/98,68,60-80,60-70,C Scotland,B,13,31/03/97,0,5000,Scottish,Silver,0,3,1
0018608655,U,24/09/57,23/02/98,40,40-60,40-50,C Scotland,F,47,22/12/93,0,0.01,Scottish,Tin,0,7,5
0018609104,F,06/03/51,23/02/98,47,40-60,40-50,S & S East,C,16,22/09/94,0,0.01,South East,Tin,0,6,4
0018610439,U,24/11/59,23/02/98,38,20-40,30-40,Midlands,C,20,02/04/93,0,5000,Midlands,Silver,0,13,5
0018610552,F,17/05/72,23/02/98,25,20-40,20-30,London,C,25,22/02/94,0,1500,South East,Silver,0,12,5
0018611230,M,09/08/49,23/02/98,48,40-60,40-50,London,A,04,01/03/91,0,0.01,South East,Tin,0,5,7
0018612490,F,23/07/39,23/02/98,58,40-60,50-60,N West,B,05,14/09/93,2,0.01,North,Tin,1,14,5
0018614248,M,15/11/24,23/02/98,73,60-80,70-80,London,E,37,28/03/87,0,6053.35,South East,Gold,0,6,11
0018617115,F,09/08/29,23/02/98,68,60-80,60-70,London,A,04,,0,12053.35,South East,Gold,0,10,
